account_id,service_penetration,engagement_score,growth_metrics_qoq,revenue_concentration
ACME-EU-90001,0.85,90.0,-0.2932949782436911,0.837930528669717
ACME-EU-90002,0.9,44.50614124896827,0.480219322138125,0.35511247040076444
ACME-EU-90003,0.1,56.0663169443735,-0.41059119512850617,0.8267850722224132
ACME-EU-90004,0.24058961996534878,41.125548908663525,0.1232549386183015,0.025962269231945
ACME-EU-90005,0.1,10.0,1.00407937273205,0.0022395771533531006
ACME-EU-90006,0.1,10.0,0.9309981730561294,0.9244177513143665
ACME-EU-90007,0.1,10.0,1.383108487516634,0.6739332510076218
ACME-EU-90008,0.1,10.0,1.053790733417539,0.9948145801062084
ACME-EU-90009,0.1,10.0,-0.06954297002562759,0.47950502144066787
ACME-EU-90010,0.7337482962802829,54.0034464181656,1.309942361266501,0.15913749655398135
ACME-EU-90011,0.39495001843100586,20.608185091330178,0.6045282940228072,0.9522830527783962
ACME-EU-90012,0.8020471186286665,19.91614766227019,1.1897957751537125,0.16607017354449682
ACME-EU-90013,0.2544211258598793,79.57388648160442,1.344978967546081,0.3692853070430535
ACME-EU-90014,0.056884936651151796,29.03327777707566,1.1579225578782837,0.9345599838702747
ACME-EU-90015,0.8666486408992002,65.59628278238539,0.28839599591945264,0.08164113622514768
ACME-EU-90016,0.2210289958843713,29.961677580702485,0.6963762731642533,0.45396211461388214
ACME-EU-90017,0.40498944804725967,14.447837842282873,0.36539615912720036,0.8872905916605034
ACME-EU-90018,0.3160964710182087,40.39566669804695,0.8882942714939017,0.3194050602856374
ACME-EU-90019,0.07666269999644726,31.026952684458976,0.46937297920725296,0.9626579377157112
ACME-EU-90020,0.8432246942297046,24.339801628096225,-0.2434793168478535,0.9973726003484885
ACME-EU-90021,0.8489391477448615,58.81040426583761,0.7887409932276273,0.48601552405987125
ACME-EU-90022,0.971465091435388,24.53432529633598,-0.09058756765868958,0.3212915884340132
ACME-EU-90023,0.3853769143951381,74.7770611792863,0.9899142510644592,0.9734389980818435
ACME-EU-90024,0.9544881251086652,72.01466478542228,-0.2887655871948347,0.9987185363088856
ACME-EU-90025,0.44575836083971887,69.52608669550929,-0.4853810125521505,0.4452131001322439
ACME-EU-90026,0.6697246517218077,10.274277857321168,0.16897798310586465,0.04474569544182738
ACME-EU-90027,0.08250004969715541,94.3642428184291,1.4385110076621117,0.44706112349741334
ACME-EU-90028,0.8970985799815343,50.33396328927818,0.9019513788666087,0.7101747997970562
ACME-EU-90029,0.2980035006887627,89.96736193674127,0.3273710694666727,0.6260713276300421
ACME-EU-90030,0.26230482259638144,19.857988443631392,-0.2584956589684251,0.6706497702112507
ACME-EU-90031,0.005129549064456951,59.44491868184307,-0.37927291129689267,0.9719188598466924
ACME-EU-90032,0.543202515280406,96.54085816772633,0.9524233475215502,0.6619712408858358
ACME-EU-90033,0.47559636700725316,99.8698245896687,1.3109019686269472,0.09145020235766321
ACME-EU-90034,0.6363736775715226,2.4168624980544617,-0.4679481641357621,0.5897310102096278
ACME-EU-90035,0.9782041340820061,48.13033334553166,0.6682816614271736,0.21158100640626754
ACME-EU-90036,0.9086627578310877,29.142268967360796,0.9572081004171029,0.7950756349995635
ACME-EU-90037,0.9101530757801566,6.372056831731454,0.08439508855201638,0.3503059822278525
ACME-EU-90038,0.5252556711071454,56.962439894305895,0.5455952326544873,0.5024364776431564
ACME-EU-90039,0.1040189498547629,0.5083284699214041,1.1297037725012353,0.703539146131592
ACME-EU-90040,0.180914595257901,61.127758967002165,0.6926539603537314,0.17162767591793848
ACME-EU-90041,0.9530402209867416,87.01814770345895,0.25711067890313966,0.6010594411321879
ACME-EU-90042,0.41195298338635866,88.36014649738893,-0.34488438901005813,0.16003461073905834
ACME-EU-90043,0.8650171206071817,95.43194831960383,0.47381235246417264,0.8265784013455915
ACME-EU-90044,0.6721772794761761,73.98638198034742,0.43638781213985034,0.33270162849251816
ACME-EU-90045,0.6287857958821612,18.47129575490888,-0.1369304865412988,0.5466971866165931
ACME-EU-90046,0.2755587766489521,43.467832108680525,-0.35972813107352564,0.8307106046423381
ACME-EU-90047,0.8967472697408626,88.58994955478734,0.5168018642928129,0.9690670621397736
ACME-EU-90048,0.20689137134336522,25.504628033479648,0.1637034696625561,0.3275349776987574
ACME-EU-90049,0.4044052430754076,44.331269472898406,-0.0710043593061711,0.08837381961170587
ACME-EU-90050,0.9935724923941035,61.69369758208951,-0.3106862115711275,0.9634891237795806
